--- Installing dependencies ---
Defaulting to user installation because normal site-packages is not writeable

[notice] A new release of pip is available: 24.2 -> 24.3.1
[notice] To update, run: pip install --upgrade pip
ERROR: Could not open requirements file: [Errno 2] No such file or directory: 'requirements.txt'
--- Running main.py ---
[I 2024-12-13 12:38:48,983] A new study created in memory with name: no-name-816a10d7-c2df-44a5-9bd5-616aaf255cb4
[I 2024-12-13 12:51:21,898] Trial 0 finished with value: -0.10858333855867386 and parameters: {'lr': 0.0001, 'gamma': 0.85, 'max_grad_norm': 1.0, 'lmbda': 0.95, 'clip_epsilon': 0.1, 'entropy_coef': 0.0001}. Best is trial 0 with value: -0.10858333855867386.
[I 2024-12-14 21:30:39,201] Trial 158 finished with value: -0.1133333295583725 and parameters: {'lr': 0.01, 'gamma': 0.99, 'max_grad_norm': 0.5, 'lmbda': 1.0, 'clip_epsilon': 0.3, 'entropy_coef': 0.0001}. Best is trial 72 with value: -0.09833334386348724.
[I 2024-12-14 21:42:51,461] Trial 159 finished with value: -0.0984666645526886 and parameters: {'lr': 1e-05, 'gamma': 0.99, 'max_grad_norm': 0.5, 'lmbda': 1.0, 'clip_epsilon': 0.3, 'entropy_coef': 0.0001}. Best is trial 72 with value: -0.09833334386348724.
[I 2024-12-14 21:55:03,698] Trial 160 finished with value: -0.09776666015386581 and parameters: {'lr': 1e-05, 'gamma': 0.99, 'max_grad_norm': 0.5, 'lmbda': 1.0, 'clip_epsilon': 0.3, 'entropy_coef': 0.0001}. Best is trial 160 with value: -0.09776666015386581.
[I 2024-12-14 22:07:19,212] Trial 161 finished with value: -0.10450000315904617 and parameters: {'lr': 1e-05, 'gamma': 0.99, 'max_grad_norm': 0.5, 'lmbda': 1.0, 'clip_epsilon': 0.3, 'entropy_coef': 0.0001}. Best is trial 160 with value: -0.09776666015386581.
[I 2024-12-14 22:19:33,028] Trial 162 finished with value: -0.09771666675806046 and parameters: {'lr': 1e-05, 'gamma': 0.99, 'max_grad_norm': 0.5, 'lmbda': 1.0, 'clip_epsilon': 0.3, 'entropy_coef': 0.0001}. Best is trial 162 with value: -0.09771666675806046.
[I 2024-12-14 22:31:45,722] Trial 163 finished with value: -0.1018500030040741 and parameters: {'lr': 1e-05, 'gamma': 0.99, 'max_grad_norm': 0.5, 'lmbda': 1.0, 'clip_epsilon': 0.3, 'entropy_coef': 0.0001}. Best is trial 162 with value: -0.09771666675806046.
[I 2024-12-14 22:43:58,857] Trial 164 finished with value: -0.10374999791383743 and parameters: {'lr': 1e-05, 'gamma': 0.99, 'max_grad_norm': 0.5, 'lmbda': 1.0, 'clip_epsilon': 0.3, 'entropy_coef': 0.0001}. Best is trial 162 with value: -0.09771666675806046.
[I 2024-12-14 22:56:11,997] Trial 165 finished with value: -0.10409999638795853 and parameters: {'lr': 1e-05, 'gamma': 0.99, 'max_grad_norm': 0.5, 'lmbda': 1.0, 'clip_epsilon': 0.3, 'entropy_coef': 0.0001}. Best is trial 162 with value: -0.09771666675806046.
[I 2024-12-14 23:08:24,541] Trial 166 finished with value: -0.10194999724626541 and parameters: {'lr': 1e-05, 'gamma': 0.99, 'max_grad_norm': 0.5, 'lmbda': 1.0, 'clip_epsilon': 0.3, 'entropy_coef': 0.0001}. Best is trial 162 with value: -0.09771666675806046.
[I 2024-12-14 23:20:36,531] Trial 167 finished with value: -0.10464999824762344 and parameters: {'lr': 1e-05, 'gamma': 0.99, 'max_grad_norm': 0.5, 'lmbda': 1.0, 'clip_epsilon': 0.3, 'entropy_coef': 0.0001}. Best is trial 162 with value: -0.09771666675806046.
[I 2024-12-14 23:32:46,465] Trial 168 finished with value: -0.09825000166893005 and parameters: {'lr': 1e-05, 'gamma': 0.99, 'max_grad_norm': 0.5, 'lmbda': 1.0, 'clip_epsilon': 0.3, 'entropy_coef': 0.0001}. Best is trial 162 with value: -0.09771666675806046.
[I 2024-12-14 23:45:01,088] Trial 169 finished with value: -0.10166667401790619 and parameters: {'lr': 1e-05, 'gamma': 0.99, 'max_grad_norm': 0.5, 'lmbda': 1.0, 'clip_epsilon': 0.3, 'entropy_coef': 0.0001}. Best is trial 162 with value: -0.09771666675806046.
[I 2024-12-14 23:57:14,223] Trial 170 finished with value: -0.10794999450445175 and parameters: {'lr': 1e-05, 'gamma': 0.6, 'max_grad_norm': 0.5, 'lmbda': 1.0, 'clip_epsilon': 0.3, 'entropy_coef': 0.0001}. Best is trial 162 with value: -0.09771666675806046.
[I 2024-12-15 00:09:29,507] Trial 171 finished with value: -0.10246667265892029 and parameters: {'lr': 1e-05, 'gamma': 0.99, 'max_grad_norm': 0.5, 'lmbda': 1.0, 'clip_epsilon': 0.3, 'entropy_coef': 0.0001}. Best is trial 162 with value: -0.09771666675806046.
[I 2024-12-15 00:21:44,238] Trial 172 finished with value: -0.1023833379149437 and parameters: {'lr': 1e-05, 'gamma': 0.99, 'max_grad_norm': 0.5, 'lmbda': 1.0, 'clip_epsilon': 0.3, 'entropy_coef': 0.0001}. Best is trial 162 with value: -0.09771666675806046.
[I 2024-12-15 00:33:58,038] Trial 173 finished with value: -0.10441666841506958 and parameters: {'lr': 1e-05, 'gamma': 0.99, 'max_grad_norm': 0.5, 'lmbda': 1.0, 'clip_epsilon': 0.3, 'entropy_coef': 0.0001}. Best is trial 162 with value: -0.09771666675806046.
[I 2024-12-15 00:46:12,255] Trial 174 finished with value: -0.10233333706855774 and parameters: {'lr': 1e-05, 'gamma': 0.99, 'max_grad_norm': 0.5, 'lmbda': 1.0, 'clip_epsilon': 0.3, 'entropy_coef': 0.0001}. Best is trial 162 with value: -0.09771666675806046.
[I 2024-12-15 00:58:24,434] Trial 175 finished with value: -0.10328332334756851 and parameters: {'lr': 1e-05, 'gamma': 0.99, 'max_grad_norm': 0.5, 'lmbda': 1.0, 'clip_epsilon': 0.3, 'entropy_coef': 0.0001}. Best is trial 162 with value: -0.09771666675806046.
[I 2024-12-15 01:10:35,569] Trial 176 finished with value: -0.10991665720939636 and parameters: {'lr': 1e-05, 'gamma': 0.75, 'max_grad_norm': 0.5, 'lmbda': 1.0, 'clip_epsilon': 0.3, 'entropy_coef': 0.0001}. Best is trial 162 with value: -0.09771666675806046.
[I 2024-12-15 01:22:48,068] Trial 177 finished with value: -0.10308332741260529 and parameters: {'lr': 1e-05, 'gamma': 0.99, 'max_grad_norm': 0.5, 'lmbda': 1.0, 'clip_epsilon': 0.3, 'entropy_coef': 0.0001}. Best is trial 162 with value: -0.09771666675806046.
[I 2024-12-15 01:34:52,441] Trial 178 finished with value: -0.11266667395830154 and parameters: {'lr': 1e-07, 'gamma': 0.7, 'max_grad_norm': 0.5, 'lmbda': 0.95, 'clip_epsilon': 0.3, 'entropy_coef': 0.0001}. Best is trial 162 with value: -0.09771666675806046.
[I 2024-12-15 01:47:04,283] Trial 179 finished with value: -0.09916666895151138 and parameters: {'lr': 1e-05, 'gamma': 0.99, 'max_grad_norm': 0.5, 'lmbda': 1.0, 'clip_epsilon': 0.3, 'entropy_coef': 0.0001}. Best is trial 162 with value: -0.09771666675806046.
[I 2024-12-15 01:59:17,853] Trial 180 finished with value: -0.10448332875967026 and parameters: {'lr': 1e-05, 'gamma': 0.99, 'max_grad_norm': 0.5, 'lmbda': 1.0, 'clip_epsilon': 0.3, 'entropy_coef': 0.0001}. Best is trial 162 with value: -0.09771666675806046.
[I 2024-12-15 02:11:32,644] Trial 181 finished with value: -0.1004333347082138 and parameters: {'lr': 1e-05, 'gamma': 0.99, 'max_grad_norm': 0.5, 'lmbda': 1.0, 'clip_epsilon': 0.3, 'entropy_coef': 0.0001}. Best is trial 162 with value: -0.09771666675806046.
[I 2024-12-15 02:23:45,844] Trial 182 finished with value: -0.10323333740234375 and parameters: {'lr': 1e-05, 'gamma': 0.99, 'max_grad_norm': 0.5, 'lmbda': 1.0, 'clip_epsilon': 0.3, 'entropy_coef': 0.0001}. Best is trial 162 with value: -0.09771666675806046.
[I 2024-12-15 02:35:59,469] Trial 183 finished with value: -0.10144999623298645 and parameters: {'lr': 1e-05, 'gamma': 0.99, 'max_grad_norm': 0.5, 'lmbda': 1.0, 'clip_epsilon': 0.3, 'entropy_coef': 0.0001}. Best is trial 162 with value: -0.09771666675806046.
[I 2024-12-15 02:48:13,984] Trial 184 finished with value: -0.10833332687616348 and parameters: {'lr': 1e-05, 'gamma': 0.85, 'max_grad_norm': 0.5, 'lmbda': 1.0, 'clip_epsilon': 0.3, 'entropy_coef': 0.0001}. Best is trial 162 with value: -0.09771666675806046.
[I 2024-12-15 03:00:22,068] Trial 185 finished with value: -0.11241665482521057 and parameters: {'lr': 1e-06, 'gamma': 0.99, 'max_grad_norm': 0.5, 'lmbda': 1.0, 'clip_epsilon': 0.3, 'entropy_coef': 0.0001}. Best is trial 162 with value: -0.09771666675806046.
[I 2024-12-15 03:12:33,170] Trial 186 finished with value: -0.1009666696190834 and parameters: {'lr': 1e-05, 'gamma': 0.99, 'max_grad_norm': 0.5, 'lmbda': 1.0, 'clip_epsilon': 0.3, 'entropy_coef': 0.0001}. Best is trial 162 with value: -0.09771666675806046.
[I 2024-12-15 03:25:03,275] Trial 187 finished with value: -0.1090666800737381 and parameters: {'lr': 0.001, 'gamma': 0.99, 'max_grad_norm': 0.5, 'lmbda': 1.0, 'clip_epsilon': 0.3, 'entropy_coef': 0.0001}. Best is trial 162 with value: -0.09771666675806046.
[SUCCESS] Added module directory: /usr/share/sumo/tools
 Retrying in 1 seconds
[CONFIRMED] Environment variable exists: SUMO_HOME
[SUCCESS] Added module directory: /usr/share/sumo/tools
 Retrying in 1 seconds
[CONFIRMED] Environment variable exists: SUMO_HOME
[SUCCESS] Added module directory: /usr/share/sumo/tools
 Retrying in 1 seconds
[CONFIRMED] Environment variable exists: SUMO_HOME
[SUCCESS] Added module directory: /usr/share/sumo/tools
 Retrying in 1 seconds
[CONFIRMED] Environment variable exists: SUMO_HOME
[SUCCESS] Added module directory: /usr/share/sumo/tools
 Retrying in 1 seconds
[CONFIRMED] Environment variable exists: SUMO_HOME
[SUCCESS] Added module directory: /usr/share/sumo/tools
 Retrying in 1 seconds
[CONFIRMED] Environment variable exists: SUMO_HOME
[SUCCESS] Added module directory: /usr/share/sumo/tools
 Retrying in 1 seconds
[CONFIRMED] Environment variable exists: SUMO_HOME
[SUCCESS] Added module directory: /usr/share/sumo/tools
 Retrying in 1 seconds
[CONFIRMED] Environment variable exists: SUMO_HOME
[SUCCESS] Added module directory: /usr/share/sumo/tools
 Retrying in 1 seconds
[CONFIRMED] Environment variable exists: SUMO_HOME
[SUCCESS] Added module directory: /usr/share/sumo/tools
 Retrying in 1 seconds
[CONFIRMED] Environment variable exists: SUMO_HOME
[SUCCESS] Added module directory: /usr/share/sumo/tools
 Retrying in 1 seconds
[CONFIRMED] Environment variable exists: SUMO_HOME
[SUCCESS] Added module directory: /usr/share/sumo/tools
 Retrying in 1 seconds
[CONFIRMED] Environment variable exists: SUMO_HOME
[SUCCESS] Added module directory: /usr/share/sumo/tools
 Retrying in 1 seconds
[CONFIRMED] Environment variable exists: SUMO_HOME
[SUCCESS] Added module directory: /usr/share/sumo/tools
 Retrying in 1 seconds
[CONFIRMED] Environment variable exists: SUMO_HOME
[SUCCESS] Added module directory: /usr/share/sumo/tools
 Retrying in 1 seconds
[CONFIRMED] Environment variable exists: SUMO_HOME
[SUCCESS] Added module directory: /usr/share/sumo/tools
 Retrying in 1 seconds
[CONFIRMED] Environment variable exists: SUMO_HOME
[SUCCESS] Added module directory: /usr/share/sumo/tools
 Retrying in 1 seconds
[CONFIRMED] Environment variable exists: SUMO_HOME
[SUCCESS] Added module directory: /usr/share/sumo/tools
 Retrying in 1 seconds
[CONFIRMED] Environment variable exists: SUMO_HOME
[SUCCESS] Added module directory: /usr/share/sumo/tools
 Retrying in 1 seconds
[CONFIRMED] Environment variable exists: SUMO_HOME
[SUCCESS] Added module directory: /usr/share/sumo/tools
 Retrying in 1 seconds
[CONFIRMED] Environment variable exists: SUMO_HOME
[SUCCESS] Added module directory: /usr/share/sumo/tools
 Retrying in 1 seconds
[CONFIRMED] Environment variable exists: SUMO_HOME
[SUCCESS] Added module directory: /usr/share/sumo/tools
 Retrying in 1 seconds
[CONFIRMED] Environment variable exists: SUMO_HOME
[SUCCESS] Added module directory: /usr/share/sumo/tools
 Retrying in 1 seconds
[CONFIRMED] Environment variable exists: SUMO_HOME
[SUCCESS] Added module directory: /usr/share/sumo/tools
 Retrying in 1 seconds
[CONFIRMED] Environment variable exists: SUMO_HOME
[SUCCESS] Added module directory: /usr/share/sumo/tools
 Retrying in 1 seconds
[CONFIRMED] Environment variable exists: SUMO_HOME
[SUCCESS] Added module directory: /usr/share/sumo/tools
 Retrying in 1 seconds
[CONFIRMED] Environment variable exists: SUMO_HOME
[SUCCESS] Added module directory: /usr/share/sumo/tools
 Retrying in 1 seconds
[CONFIRMED] Environment variable exists: SUMO_HOME
[SUCCESS] Added module directory: /usr/share/sumo/tools
 Retrying in 1 seconds
[CONFIRMED] Environment variable exists: SUMO_HOME
[SUCCESS] Added module directory: /usr/share/sumo/tools
 Retrying in 1 seconds
[CONFIRMED] Environment variable exists: SUMO_HOME
[SUCCESS] Added module directory: /usr/share/sumo/tools
 Retrying in 1 seconds
[CONFIRMED] Environment variable exists: SUMO_HOME
[SUCCESS] Added module directory: /usr/share/sumo/tools
 Retrying in 1 seconds
[CONFIRMED] Environment variable exists: SUMO_HOME
[SUCCESS] Added module directory: /usr/share/sumo/tools
 Retrying in 1 seconds
[CONFIRMED] Environment variable exists: SUMO_HOME
[SUCCESS] Added module directory: /usr/share/sumo/tools
 Retrying in 1 seconds
[CONFIRMED] Environment variable exists: SUMO_HOME
[SUCCESS] Added module directory: /usr/share/sumo/tools
 Retrying in 1 seconds
[CONFIRMED] Environment variable exists: SUMO_HOME
[SUCCESS] Added module directory: /usr/share/sumo/tools
 Retrying in 1 seconds
[CONFIRMED] Environment variable exists: SUMO_HOME
[SUCCESS] Added module directory: /usr/share/sumo/tools
 Retrying in 1 seconds
[CONFIRMED] Environment variable exists: SUMO_HOME
[SUCCESS] Added module directory: /usr/share/sumo/tools
 Retrying in 1 seconds
[CONFIRMED] Environment variable exists: SUMO_HOME
[SUCCESS] Added module directory: /usr/share/sumo/tools
 Retrying in 1 seconds
[CONFIRMED] Environment variable exists: SUMO_HOME
[SUCCESS] Added module directory: /usr/share/sumo/tools
 Retrying in 1 seconds
[CONFIRMED] Environment variable exists: SUMO_HOME
[SUCCESS] Added module directory: /usr/share/sumo/tools
 Retrying in 1 seconds
[CONFIRMED] Environment variable exists: SUMO_HOME
[SUCCESS] Added module directory: /usr/share/sumo/tools
 Retrying in 1 seconds
[CONFIRMED] Environment variable exists: SUMO_HOME
[SUCCESS] Added module directory: /usr/share/sumo/tools
 Retrying in 1 seconds
[CONFIRMED] Environment variable exists: SUMO_HOME
[SUCCESS] Added module directory: /usr/share/sumo/tools
 Retrying in 1 seconds
[CONFIRMED] Environment variable exists: SUMO_HOME
[SUCCESS] Added module directory: /usr/share/sumo/tools
 Retrying in 1 seconds
[CONFIRMED] Environment variable exists: SUMO_HOME
[SUCCESS] Added module directory: /usr/share/sumo/tools
 Retrying in 1 seconds
[CONFIRMED] Environment variable exists: SUMO_HOME
[SUCCESS] Added module directory: /usr/share/sumo/tools
 Retrying in 1 seconds
[CONFIRMED] Environment variable exists: SUMO_HOME
[SUCCESS] Added module directory: /usr/share/sumo/tools
 Retrying in 1 seconds
[CONFIRMED] Environment variable exists: SUMO_HOME
[SUCCESS] Added module directory: /usr/share/sumo/tools
 Retrying in 1 seconds
[CONFIRMED] Environment variable exists: SUMO_HOME
[SUCCESS] Added module directory: /usr/share/sumo/tools
 Retrying in 1 seconds
[CONFIRMED] Environment variable exists: SUMO_HOME
[SUCCESS] Added module directory: /usr/share/sumo/tools
 Retrying in 1 seconds
[CONFIRMED] Environment variable exists: SUMO_HOME
[SUCCESS] Added module directory: /usr/share/sumo/tools
 Retrying in 1 seconds
[CONFIRMED] Environment variable exists: SUMO_HOME
[SUCCESS] Added module directory: /usr/share/sumo/tools
 Retrying in 1 seconds
[CONFIRMED] Environment variable exists: SUMO_HOME
[SUCCESS] Added module directory: /usr/share/sumo/tools
 Retrying in 1 seconds
[CONFIRMED] Environment variable exists: SUMO_HOME
[SUCCESS] Added module directory: /usr/share/sumo/tools
 Retrying in 1 seconds
[CONFIRMED] Environment variable exists: SUMO_HOME
[SUCCESS] Added module directory: /usr/share/sumo/tools
 Retrying in 1 seconds
[CONFIRMED] Environment variable exists: SUMO_HOME
[SUCCESS] Added module directory: /usr/share/sumo/tools
 Retrying in 1 seconds
[CONFIRMED] Environment variable exists: SUMO_HOME
[SUCCESS] Added module directory: /usr/share/sumo/tools
 Retrying in 1 seconds
[CONFIRMED] Environment variable exists: SUMO_HOME
[SUCCESS] Added module directory: /usr/share/sumo/tools
 Retrying in 1 seconds
[CONFIRMED] Environment variable exists: SUMO_HOME
[SUCCESS] Added module directory: /usr/share/sumo/tools
 Retrying in 1 seconds
[CONFIRMED] Environment variable exists: SUMO_HOME
[SUCCESS] Added module directory: /usr/share/sumo/tools
 Retrying in 1 seconds
[CONFIRMED] Environment variable exists: SUMO_HOME
[SUCCESS] Added module directory: /usr/share/sumo/tools
 Retrying in 1 seconds
[CONFIRMED] Environment variable exists: SUMO_HOME
[SUCCESS] Added module directory: /usr/share/sumo/tools
 Retrying in 1 seconds
[CONFIRMED] Environment variable exists: SUMO_HOME
[SUCCESS] Added module directory: /usr/share/sumo/tools
 Retrying in 1 seconds
[CONFIRMED] Environment variable exists: SUMO_HOME
[I 2024-12-15 03:37:19,005] Trial 188 finished with value: -0.10353332757949829 and parameters: {'lr': 1e-05, 'gamma': 0.99, 'max_grad_norm': 0.5, 'lmbda': 1.0, 'clip_epsilon': 0.3, 'entropy_coef': 0.0001}. Best is trial 162 with value: -0.09771666675806046.
[I 2024-12-15 03:49:30,861] Trial 189 finished with value: -0.10883333534002304 and parameters: {'lr': 1e-05, 'gamma': 0.75, 'max_grad_norm': 0.5, 'lmbda': 1.0, 'clip_epsilon': 0.3, 'entropy_coef': 0.0001}. Best is trial 162 with value: -0.09771666675806046.
[I 2024-12-15 04:01:44,595] Trial 190 finished with value: -0.10295000672340393 and parameters: {'lr': 1e-05, 'gamma': 0.99, 'max_grad_norm': 0.5, 'lmbda': 1.0, 'clip_epsilon': 0.3, 'entropy_coef': 0.0001}. Best is trial 162 with value: -0.09771666675806046.
[I 2024-12-15 04:13:59,191] Trial 191 finished with value: -0.0991833359003067 and parameters: {'lr': 1e-05, 'gamma': 0.99, 'max_grad_norm': 0.5, 'lmbda': 1.0, 'clip_epsilon': 0.3, 'entropy_coef': 0.0001}. Best is trial 162 with value: -0.09771666675806046.
[I 2024-12-15 04:26:16,021] Trial 192 finished with value: -0.10189999639987946 and parameters: {'lr': 1e-05, 'gamma': 0.99, 'max_grad_norm': 0.5, 'lmbda': 1.0, 'clip_epsilon': 0.3, 'entropy_coef': 0.0001}. Best is trial 162 with value: -0.09771666675806046.
[I 2024-12-15 04:38:27,751] Trial 193 finished with value: -0.10286667197942734 and parameters: {'lr': 1e-05, 'gamma': 0.99, 'max_grad_norm': 0.5, 'lmbda': 1.0, 'clip_epsilon': 0.3, 'entropy_coef': 0.0001}. Best is trial 162 with value: -0.09771666675806046.
[I 2024-12-15 04:50:40,838] Trial 194 finished with value: -0.0987333282828331 and parameters: {'lr': 1e-05, 'gamma': 0.99, 'max_grad_norm': 0.5, 'lmbda': 1.0, 'clip_epsilon': 0.3, 'entropy_coef': 0.0001}. Best is trial 162 with value: -0.09771666675806046.
[I 2024-12-15 05:02:54,734] Trial 195 finished with value: -0.1072833389043808 and parameters: {'lr': 1e-05, 'gamma': 0.99, 'max_grad_norm': 0.5, 'lmbda': 1.0, 'clip_epsilon': 0.3, 'entropy_coef': 0.0001}. Best is trial 162 with value: -0.09771666675806046.
[I 2024-12-15 05:15:07,762] Trial 196 finished with value: -0.10494999587535858 and parameters: {'lr': 1e-05, 'gamma': 0.99, 'max_grad_norm': 0.5, 'lmbda': 0.95, 'clip_epsilon': 0.3, 'entropy_coef': 0.001}. Best is trial 162 with value: -0.09771666675806046.
[I 2024-12-15 05:27:17,219] Trial 197 finished with value: -0.10368333011865616 and parameters: {'lr': 1e-05, 'gamma': 0.99, 'max_grad_norm': 0.5, 'lmbda': 1.0, 'clip_epsilon': 0.3, 'entropy_coef': 0.0001}. Best is trial 162 with value: -0.09771666675806046.
[I 2024-12-15 05:39:31,458] Trial 198 finished with value: -0.10268333554267883 and parameters: {'lr': 1e-05, 'gamma': 0.99, 'max_grad_norm': 0.5, 'lmbda': 1.0, 'clip_epsilon': 0.3, 'entropy_coef': 0.0001}. Best is trial 162 with value: -0.09771666675806046.
[I 2024-12-15 05:52:01,653] Trial 199 finished with value: -0.11661665886640549 and parameters: {'lr': 0.001, 'gamma': 0.99, 'max_grad_norm': 0.5, 'lmbda': 1.0, 'clip_epsilon': 0.3, 'entropy_coef': 0.0001}. Best is trial 162 with value: -0.09771666675806046.
[I 2024-12-15 06:04:47,903] Trial 200 finished with value: -0.11249998211860657 and parameters: {'lr': 0.01, 'gamma': 0.8, 'max_grad_norm': 1.5, 'lmbda': 1.0, 'clip_epsilon': 0.3, 'entropy_coef': 0.0001}. Best is trial 162 with value: -0.09771666675806046.
[I 2024-12-15 06:17:01,934] Trial 201 finished with value: -0.10144999623298645 and parameters: {'lr': 1e-05, 'gamma': 0.99, 'max_grad_norm': 0.5, 'lmbda': 1.0, 'clip_epsilon': 0.3, 'entropy_coef': 0.0001}. Best is trial 162 with value: -0.09771666675806046.
[I 2024-12-15 06:29:13,858] Trial 202 finished with value: -0.10303333401679993 and parameters: {'lr': 1e-05, 'gamma': 0.99, 'max_grad_norm': 0.5, 'lmbda': 1.0, 'clip_epsilon': 0.3, 'entropy_coef': 0.0001}. Best is trial 162 with value: -0.09771666675806046.
[I 2024-12-15 06:41:25,489] Trial 203 finished with value: -0.10286667197942734 and parameters: {'lr': 1e-05, 'gamma': 0.99, 'max_grad_norm': 0.5, 'lmbda': 1.0, 'clip_epsilon': 0.3, 'entropy_coef': 0.0001}. Best is trial 162 with value: -0.09771666675806046.
[I 2024-12-15 06:53:38,872] Trial 204 finished with value: -0.10356666892766953 and parameters: {'lr': 1e-05, 'gamma': 0.99, 'max_grad_norm': 0.5, 'lmbda': 1.0, 'clip_epsilon': 0.3, 'entropy_coef': 0.0001}. Best is trial 162 with value: -0.09771666675806046.
[I 2024-12-15 07:05:52,005] Trial 205 finished with value: -0.10198333859443665 and parameters: {'lr': 1e-05, 'gamma': 0.99, 'max_grad_norm': 0.5, 'lmbda': 1.0, 'clip_epsilon': 0.3, 'entropy_coef': 0.0001}. Best is trial 162 with value: -0.09771666675806046.
[I 2024-12-15 07:18:05,387] Trial 206 finished with value: -0.10218333452939987 and parameters: {'lr': 1e-05, 'gamma': 0.99, 'max_grad_norm': 0.5, 'lmbda': 1.0, 'clip_epsilon': 0.3, 'entropy_coef': 0.0001}. Best is trial 162 with value: -0.09771666675806046.
[I 2024-12-15 07:30:15,457] Trial 207 finished with value: -0.1115499958395958 and parameters: {'lr': 1e-05, 'gamma': 0.6, 'max_grad_norm': 2.0, 'lmbda': 1.0, 'clip_epsilon': 0.3, 'entropy_coef': 0.0001}. Best is trial 162 with value: -0.09771666675806046.
[I 2024-12-15 07:43:03,624] Trial 208 finished with value: -0.1081666573882103 and parameters: {'lr': 0.01, 'gamma': 0.75, 'max_grad_norm': 0.5, 'lmbda': 1.0, 'clip_epsilon': 0.3, 'entropy_coef': 0.0001}. Best is trial 162 with value: -0.09771666675806046.
[I 2024-12-15 07:55:13,281] Trial 209 finished with value: -0.10119999945163727 and parameters: {'lr': 1e-05, 'gamma': 0.99, 'max_grad_norm': 0.5, 'lmbda': 1.0, 'clip_epsilon': 0.3, 'entropy_coef': 0.0001}. Best is trial 162 with value: -0.09771666675806046.
[I 2024-12-15 08:07:26,768] Trial 210 finished with value: -0.10544999688863754 and parameters: {'lr': 1e-05, 'gamma': 0.99, 'max_grad_norm': 0.5, 'lmbda': 1.0, 'clip_epsilon': 0.3, 'entropy_coef': 0.0001}. Best is trial 162 with value: -0.09771666675806046.
[I 2024-12-15 08:19:40,427] Trial 211 finished with value: -0.10208332538604736 and parameters: {'lr': 1e-05, 'gamma': 0.99, 'max_grad_norm': 0.5, 'lmbda': 1.0, 'clip_epsilon': 0.3, 'entropy_coef': 0.0001}. Best is trial 162 with value: -0.09771666675806046.
[I 2024-12-15 08:31:53,720] Trial 212 finished with value: -0.10053332149982452 and parameters: {'lr': 1e-05, 'gamma': 0.99, 'max_grad_norm': 0.5, 'lmbda': 1.0, 'clip_epsilon': 0.3, 'entropy_coef': 0.0001}. Best is trial 162 with value: -0.09771666675806046.
[I 2024-12-15 08:44:06,547] Trial 213 finished with value: -0.10418333113193512 and parameters: {'lr': 1e-05, 'gamma': 0.99, 'max_grad_norm': 0.5, 'lmbda': 1.0, 'clip_epsilon': 0.3, 'entropy_coef': 0.0001}. Best is trial 162 with value: -0.09771666675806046.
[I 2024-12-15 08:56:17,262] Trial 214 finished with value: -0.10324999690055847 and parameters: {'lr': 1e-05, 'gamma': 0.99, 'max_grad_norm': 0.5, 'lmbda': 1.0, 'clip_epsilon': 0.3, 'entropy_coef': 0.0001}. Best is trial 162 with value: -0.09771666675806046.
[I 2024-12-15 09:08:28,499] Trial 215 finished with value: -0.10431666672229767 and parameters: {'lr': 1e-05, 'gamma': 0.99, 'max_grad_norm': 0.5, 'lmbda': 1.0, 'clip_epsilon': 0.3, 'entropy_coef': 0.0001}. Best is trial 162 with value: -0.09771666675806046.
[I 2024-12-15 09:20:41,511] Trial 216 finished with value: -0.10271667689085007 and parameters: {'lr': 1e-05, 'gamma': 0.99, 'max_grad_norm': 0.5, 'lmbda': 0.95, 'clip_epsilon': 0.3, 'entropy_coef': 0.0001}. Best is trial 162 with value: -0.09771666675806046.
[I 2024-12-15 09:32:54,238] Trial 217 finished with value: -0.10233332961797714 and parameters: {'lr': 1e-05, 'gamma': 0.99, 'max_grad_norm': 0.5, 'lmbda': 1.0, 'clip_epsilon': 0.3, 'entropy_coef': 0.0001}. Best is trial 162 with value: -0.09771666675806046.
[I 2024-12-15 09:45:07,318] Trial 218 finished with value: -0.10278332233428955 and parameters: {'lr': 1e-05, 'gamma': 0.99, 'max_grad_norm': 0.5, 'lmbda': 1.0, 'clip_epsilon': 0.3, 'entropy_coef': 0.0001}. Best is trial 162 with value: -0.09771666675806046.
[I 2024-12-15 09:57:25,471] Trial 219 finished with value: -0.105683334171772 and parameters: {'lr': 1e-05, 'gamma': 0.99, 'max_grad_norm': 0.5, 'lmbda': 1.0, 'clip_epsilon': 0.3, 'entropy_coef': 0.0001}. Best is trial 162 with value: -0.09771666675806046.
[I 2024-12-15 10:09:34,020] Trial 220 finished with value: -0.11106667667627335 and parameters: {'lr': 1e-07, 'gamma': 0.99, 'max_grad_norm': 0.5, 'lmbda': 1.0, 'clip_epsilon': 0.3, 'entropy_coef': 0.0001}. Best is trial 162 with value: -0.09771666675806046.
[I 2024-12-15 10:21:43,545] Trial 221 finished with value: -0.10980000346899033 and parameters: {'lr': 1e-05, 'gamma': 0.7, 'max_grad_norm': 0.5, 'lmbda': 1.0, 'clip_epsilon': 0.3, 'entropy_coef': 0.0001}. Best is trial 162 with value: -0.09771666675806046.
[I 2024-12-15 10:34:43,671] Trial 222 finished with value: -0.10783332586288452 and parameters: {'lr': 0.01, 'gamma': 0.8, 'max_grad_norm': 0.5, 'lmbda': 1.0, 'clip_epsilon': 0.3, 'entropy_coef': 0.0001}. Best is trial 162 with value: -0.09771666675806046.
